rank,freq,Infinitiv,Unreg,Trans,"Präsens_ich","Präsens_ich*","Präsens_du","Präsens_du*","Präsens_er, sie, es","Präteritum_ich","Präteritum_ich*","Partizip II","Partizip II*","Konjunktiv II_ich","Konjunktiv II_ich*","Imperativ Singular","Imperativ Singular*","Imperativ Singular 2","Imperativ Plural","Imperativ Plural*",Hilfsverb,Hilfsverb*,Bild,"Bild 1","Bild 2","Bild 3","Bild 4"
3582,1382,ausliefern,"","","liefere aus","","lieferst aus","","liefert aus","lieferte aus","",ausgeliefert,"","lieferte aus","","liefere aus","liefer aus","","liefert aus","",haben,"","","","","",""
3589,1380,zuschlagen,"","","schlage zu","schlag zu","schlägst zu","","schlägt zu","schlug zu","",zugeschlagen,"","schlüge zu","","schlage zu","schlag zu","","schlagt zu","",haben,sein,"","","","",""
3594,1377,verheimlichen,"","",verheimliche,"",verheimlichst,"",verheimlicht,verheimlichte,"",verheimlicht,"",verheimlichte,"",verheimlich,verheimliche,"",verheimlicht,"",haben,"","","","","",""
3602,1373,"verhören","","","verhöre","","verhörst","","verhört","verhörte","","verhört","","verhörte","","verhöre","","","verhört","",haben,"","","","","",""
3607,1371,segeln,"","",segle,segele,segelst,"",segelt,segelte,"",gesegelt,"",segelte,"",segle,segele,"",segelt,"",haben,"","Edenflip.JPG|230px|2|zwei ''segelnde'' Männer","","","",""
3615,1369,ausschalten,"","","schalte aus","","schaltest aus","","schaltet aus","schaltete aus","",ausgeschaltet,"","schaltete aus","","schalt aus","schalte aus","","schaltet aus","",haben,"","","","","",""
3617,1368,billigen,"","",billige,"",billigst,"",billigt,billigte,"",gebilligt,"",billigte,"",billige,"","",billigt,"",haben,"","","","","",""
3624,1364,einrichten,"","","richte ein","","richtest ein","","richtet ein","richtete ein","",eingerichtet,"","richtete ein","","richte ein","","","richtet ein","",haben,"","","","","",""
3625,1364,verwechseln,"","",verwechsle,"",verwechselst,"",verwechselt,verwechselte,"",verwechselt,"",verwechselte,"",verwechsle,"","",verwechselt,"",haben,"","","","","",""
3626,1363,"prügeln","","","prügle","prügele","prügelst","","prügelt","prügelte","","geprügelt","","prügelte","","prügle","prügele","","prügelt","",haben,"","","","","",""
3627,1363,beziehen,"","",beziehe,"",beziehst,"",bezieht,bezog,"",bezogen,"","bezöge","",beziehe,"","",bezieht,"",haben,"","","","","",""
3632,1361,leuchten,"","",leuchte,"",leuchtest,"",leuchtet,leuchtete,"",geleuchtet,"",leuchtete,"",leuchte,"","",leuchtet,"",haben,"","","","","",""
3633,1360,besagen,"","","","","","",besagt,besagte,"",besagt,"",besagte,"","","","","","",haben,"","","","","",""
3640,1358,erwachen,"","",erwache,"",erwachst,"",erwacht,erwachte,"",erwacht,"",erwachte,"",erwache,"","",erwachet,"",sein,"","","","","",""
3643,1356,verschonen,"","",verschone,"",verschonst,"",verschont,verschonte,"",verschont,"",verschonte,"",verschon,verschone,"",verschont,"",haben,"","","","","",""
3650,1353,aufbringen,"","","bringe auf","","bringst auf","","bringt auf","brachte auf","",aufgebracht,"","brächte auf","","bringe auf","","","bringt auf","",haben,"","","","","",""
3653,1352,arten,"","",arte,"",artest,"",artet,artete,"",geartet,"",artete,"",art,arte,"",artet,"",haben,sein,"","","","",""
3657,1349,aufziehen,"","","ziehe auf","","ziehst auf","","zieht auf","zog auf","",aufgezogen,"","zöge auf","","zieh auf","","","zieht auf","",haben,sein,"","","","",""
3664,1346,vergeuden,"","",vergeude,"",vergeudest,"",vergeudet,vergeudete,"",vergeudet,"",vergeudete,"",vergeude,"","",vergeudet,"",haben,"","","","","",""
3670,1341,verleihen,"","",verleihe,"",verleihst,"",verleiht,verlieh,"",verliehen,"",verliehe,"",verleih,verleihe,"",verleiht,"",haben,"","120717-M-DM345-001 - James F. Amos pins a Purple Heart on Sgt. Shane Fredericks during a visit.jpg|thumb|2|Einem [[Soldat]]en wird ein [[Orden]] ''verliehen.''","","","",""
3680,1335,anheuern,"","","heuere an","","heuerst an","","heuert an","heuerte an","",angeheuert,"","heuerte an","","heuere an","","","heuert an","",haben,"","","","","",""
3689,1330,backen,"","",backe,"",backst,"",backt,backte,"",gebackt,gebacken,backte,backete,backe,back,"",backt,"",haben,"","","","","",""
3689,1330,backen,"","",backe,"","bäckst",backst,"bäckt",buk,backte,gebacken,"","büke",backte,backe,back,"",backt,"",haben,"","Konevets - bakery.jpg|210px|1|Im Kloster wird selbst ''gebacken''","","","",""
3690,1329,flammen,"","",flamme,"",flammst,"",flammt,flammte,"",geflammt,"",flammte,"",flamm,flamme,"",flammt,"",haben,"","","","","",""
3694,1327,erden,"","",erde,"",erdest,"",erdet,erdete,"",geerdet,"",erdete,"",erde,"","",erdet,"",haben,"","","","","",""
3714,1320,knurren,"","",knurre,"",knurrst,"",knurrt,knurrte,"",geknurrt,"",knurrte,"",knurre,knurr,"",knurrt,"",haben,"","","","","",""
3722,1315,schweben,"","",schwebe,"",schwebst,"",schwebt,schwebte,"",geschwebt,"",schwebte,"",schweb,schwebe,"",schwebt,"",sein,haben,"2015 Uliczny iluzjonista w Pradze.jpg|thumb|1b|[[scheinbar]] in der [[Luft]] ''schweben''","","","",""
3730,1312,ausnutzen,"","","nutze aus","","nutzt aus","","nutzt aus","nutzte aus","",ausgenutzt,"","nutzte aus","","nutz aus","nutze aus","","nutzt aus","",haben,"","","","","",""
3736,1309,einmischen,"","","mische ein","","mischst ein","mischt ein","mischt ein","mischte ein","",eingemischt,"","mischte ein","","misch ein","mische ein","","mischt ein","",haben,"","","","","",""
3744,1305,beichten,"","",beichte,"",beichtest,"",beichtet,beichtete,"",gebeichtet,"",beichtete,"",beichte,"","",beichtet,"",haben,"","","","","",""
3745,1305,"verbünden","","","verbünde","","verbündest","","verbündet","verbündete","","verbündet","","verbündete","","verbünd","verbünde","","verbündet","",haben,"","","","","",""
3764,1294,ausfallen,"","","falle aus","","fällst aus","","fällt aus","fiel aus","",ausgefallen,"","fiele aus","","falle aus","","","fallt aus","",sein,"","","","","",""
3770,1291,einschalten,"","","schalte ein","","schaltest ein","","schaltet ein","schaltete ein","",eingeschaltet,"","schaltete ein","","schalte ein","","","schaltet ein","",haben,"","","","","",""
3778,1287,anmachen,"","","mache an","","machst an","","macht an","machte an","",angemacht,"","machte an","","mach an","mache an","","macht an","",haben,"","","","","",""
3784,1284,"zurückhalten","","","halte zurück","","hältst zurück","","hält zurück","hielt zurück","","zurückgehalten","","hielte zurück","","halte zurück","","","haltet zurück","",haben,"","","","","",""
3785,1284,betteln,"","",bettle,bettele,bettelst,"",bettelt,bettelte,"",gebettelt,"",bettelte,"",bettle,bettele,"",bettelt,"",haben,"","Afghan girl begging.jpg|thumb|1|das [[Kind]] ''bettelt''","","","",""
3789,1281,rauben,"","",raube,"",raubst,"",raubt,raubte,"",geraubt,"",raubte,"",raube,"","",raubt,"",haben,"","","","","",""
3799,1278,"ernähren","","","ernähre","","ernährst","","ernährt","ernährte","","ernährt","","ernährte","","ernähr","ernähre","","ernährt","",haben,"","","","","",""
3801,1277,einschlagen,"","","schlage ein","","schlägst ein","","schlägt ein","schlug ein","",eingeschlagen,"","schlüge ein","","schlag ein","","","schlagt ein","",haben,"","","","","",""
3822,1267,bumsen,"","",bumse,"",bumst,"",bumst,bumste,"",gebumst,"",bumste,"",bums,"","",bumst,"",haben,"","","","","",""
3823,1267,reservieren,"",X,reserviere,"",reservierst,"",reserviert,reservierte,"",reserviert,"",reservierte,"",reservier,reserviere,"",reserviert,"",haben,"","","","","",""
3824,1267,vorlesen,"","","lese vor","","liest vor","","liest vor","las vor","",vorgelesen,"","läse vor","","lies vor","","","lest vor","",haben,"","","","","",""
3825,1266,besaufen,"","",besaufe,"","besäufst","","besäuft",besoff,"",besoffen,"","besöffe","",besauf,besaufe,"",besauft,"",haben,"","","","","",""
3826,1266,krachen,"","",krache,"",krachst,"",kracht,krachte,"",gekracht,"",krachte,"",krache,"","",kracht,"",haben,"","","","","",""
3827,1265,wegfahren,"","","fahre weg","","fährst weg","","fährt weg","fuhr weg","",weggefahren,"","führe weg","","fahr weg","","","fahrt weg","",sein,haben,"","","","",""
3832,1262,beauftragen,"","",beauftrage,"",beauftragst,"",beauftragt,beauftragte,"",beauftragt,"",beauftragte,"",beauftrag,beauftrage,"",beauftragt,"",haben,"","","","","",""
3840,1259,bedecken,"","",bedecke,"",bedeckst,"",bedeckt,bedeckte,"",bedeckt,"",bedeckte,"",bedecke,"","",bedeckt,"",haben,"","","","","",""
3842,1258,untergehen,"","","gehe unter","","gehst unter","","geht unter","ging unter","",untergegangen,"","ginge unter","","geh unter","gehe unter","","geht unter","",sein,"","","","","",""
3843,1257,"wärmen","","","wärme","","wärmst","","wärmt","wärmte","","gewärmt","","wärmte","","wärm","wärme","","wärmt","",haben,"","","","","",""
3851,1251,erfordern,"","",erfordere,erforder,erforderst,"",erfordert,erforderte,"",erfordert,"",erforderte,"",erforder,erfordere,"",erfordert,"",haben,"","","","","",""
3856,1247,fischen,"","",fische,"",fischst,fischt,fischt,fischte,"",gefischt,"",fischte,"",fische,"","",fischt,"",haben,"","Estuaire de la Gironde - pêche au carrelet 02.jpg|thumb|1|Ein [[Kutter]] ''fischt'' im [[Mündungsgebiet]] der [[Gironde]] nach [[Glasaal]]en","","","",""
3862,1245,beachten,"","",beachte,"",beachtest,"",beachtet,beachtete,"",beachtet,"",beachtete,"",beachte,"","",beachtet,"",haben,"","","","","",""
3866,1244,haaren,"","",haare,"",haarst,"",haart,haarte,"",gehaart,"",haarte,"",haare,haar,"",haart,"",haben,"","","","","",""
3869,1242,"überwinden","","","überwinde","","überwindest","","überwindet","überwand","","überwunden","","überwände","","überwinde","","","überwindet","",haben,"","","","","",""
3874,1241,entwerfen,"","",entwerfe,"",entwirfst,"",entwirft,entwarf,"",entworfen,"","entwürfe","",entwirf,"","",entwerft,"",haben,"","","","","",""
3879,1238,morden,"","",morde,"",mordest,"",mordet,mordete,"",gemordet,"",mordete,"",morde,"","",mordet,"",haben,"","","","","",""
3882,1236,vorhaben,"","","habe vor","","hast vor","","hat vor","hatte vor","",vorgehabt,"","hätte vor","","hab vor","habe vor","","habt vor","",haben,"","","","","",""
3892,1231,mitspielen,"","","spiele mit","","spielst mit","","spielt mit","spielte mit","",mitgespielt,"","spielte mit","","spiel mit","spiele mit","","spielt mit","",haben,"","","","","",""
3897,1228,"kürzen","","","kürze","","kürzt","","kürzt","kürzte","","gekürzt","","kürzte","","kürze","kürz","","kürzt","",haben,"","","","","",""
3900,1228,"aufklären","","","kläre auf","","klärst auf","","klärt auf","klärte auf","","aufgeklärt","","klärte auf","","klär auf","kläre auf","","klärt auf","",haben,"","","","","",""
3901,1228,pissen,"","",pisse,"",pisst,"",pisst,pisste,"",gepisst,"",pisste,"",pisse,piss,"",pisst,"",haben,"","","Manneken_Pis_(crop).jpg|mini|1|eine ''pissende'' Statue","Regnbyge.jpg|mini|2|es ''pisst''","",""
3908,1224,anbringen,"","","bringe an","","bringst an","","bringt an","brachte an","",angebracht,"","brächte an","","bring an","","","bringt an","",haben,"","","","","",""
3912,1223,bremsen,"","",bremse,"",bremst,"",bremst,bremste,"",gebremst,"",bremste,"",brems,bremse,"",bremst,"",haben,"","","","","",""
3925,1214,eingreifen,"","","greife ein","","greifst ein","","greift ein","griff ein","",eingegriffen,"","griffe ein","","greife ein","","","greift ein","",haben,"","","","","",""
3927,1214,marschieren,"","",marschiere,"",marschierst,"",marschiert,marschierte,"",marschiert,"",marschierte,"",marschiere,marschier,"",marschiert,"",sein,"","","","","",""
3937,1211,"verstoßen","","","verstoße","","verstößt","","verstößt","verstieß","","verstoßen","","verstieße","","verstoß","verstoße","","verstoßt","",haben,"","","","","",""
3943,1209,"schütteln","","","schüttle","schüttele","schüttelst","","schüttelt","schüttelte","","geschüttelt","","schüttelte","","schüttle","schüttele","","schüttelt","",haben,"","Deputy Secretary Blinken Greets Scottish First Minister Sturgeon Before Their Meeting.jpg|thumb|1|[[Hand|Hände]] ''schütteln''","","","",""
3944,1209,beurteilen,"","",beurteile,"",beurteilst,"",beurteilt,beurteilte,"",beurteilt,"",beurteilte,"",beurteile,"","",beurteilt,"",haben,"","","","","",""
3948,1207,verreisen,"","",verreise,"",verreist,"",verreist,verreiste,"",verreist,"",verreiste,"",verreise,"","",verreist,"",sein,"","","","","",""
3954,1205,durchkommen,"","","komme durch","","kommst durch","","kommt durch","kam durch","",durchgekommen,"","käme durch","","komm durch","komme durch","","kommt durch","",sein,"","","","","",""
3955,1205,analysieren,"","",analysiere,"",analysierst,"",analysiert,analysierte,"",analysiert,"",analysierte,"",analysiere,analysier,"",analysiert,"",haben,"","","","","",""
3958,1204,gnaden,"","",gnade,"",gnadest,"",gnadet,gnadete,"",gegnadet,"",gnadete,"",gnad,gnade,"",gnadet,"",haben,"","","","","",""
3965,1201,aufschreiben,"","","schreibe auf","","schreibst auf","","schreibt auf","schrieb auf","",aufgeschrieben,"","schriebe auf","","schreib auf","","","schreibt auf","",haben,"","","","","",""
3975,1194,andauern,"","","dauere an","","dauerst an","","dauert an","dauerte an","",angedauert,"","dauerte an","","dauer an","","","dauert an","",haben,"","","","","",""
3981,1191,leugnen,"","",leugne,"",leugnest,"",leugnet,leugnete,"",geleugnet,"",leugnete,"",leugne,"","",leugnet,"",haben,"","","","","",""
3983,1189,"verängstigen","","","verängstige","","verängstigst","","verängstigt","verängstigte","","verängstigt","","verängstigte","","verängstig","verängstige","","verängstigt","",haben,"","","","","",""
3995,1186,"drängen","","","dränge","","drängst","","drängt","drängte","","gedrängt","","drängte","","dränge","","","drängt","dränget",haben,"","","","","",""
3999,1184,hinkriegen,"","","kriege hin","","kriegst hin","","kriegt hin","kriegte hin","",hingekriegt,"","kriegte hin","","kriege hin","krieg hin","","kriegt hin","",haben,"","","","","",""
4000,1184,wegkommen,"","","komme weg","","kommst weg","","kommt weg","kam weg","",weggekommen,"","käme weg","","komm weg","","","kommt weg","",sein,"","","","","",""
4007,1180,aufsteigen,"","","steige auf","","steigst auf","","steigt auf","stieg auf","",aufgestiegen,"","stiege auf","","steig auf","steige auf","","steigt auf","",sein,"","","Crib Goch ridge.jpg|thumb|1|einen [[Berg]] ''aufsteigen'' über einen [[Grat]]","Learning-to-mount-pony FI-EU 2007-May-19 by-RAM.jpg|thumb|2|auf ein [[Pony]] ''aufsteigen''","Bristol Balloon Fiesta 2009-16.JPG|thumb|3|''Aufsteigen'' eines [[Ballon]]s durch [[heiß]]e [[Luft]]",""
4014,1178,anvertrauen,"","","vertraue an","","vertraust an","","vertraut an","vertraute an","",anvertraut,"","vertraute an","","vertraue an","","","vertraut an","vertrauet an",haben,"","","","","",""
4021,1177,"überschreiten","","","überschreite","","überschreitest","","überschreitet","überschritt","","überschritten","","überschritte","","überschreite","","","überschreitet","",haben,"","","","","",""
4024,1175,bescheiden,"","",bescheide,"",bescheidest,"",bescheidet,beschied,"",beschieden,"",beschiede,"",bescheid,bescheide,"",bescheidet,"",haben,"","","","","",""
4028,1174,faulen,"","",faule,"",faulst,"",fault,faulte,"",gefault,"",faulte,"",faule,"","",fault,"",sein,"","","","","",""
4038,1172,"anzünden","","","zünde an","","zündest an","","zündet an","zündete an","","angezündet","","zündete an","","zünd an","zünde an","","zündet an","",haben,"","Caught.jpg|thumb|1|ein [[Streichholz]] an einer [[Kerze]] ''anzünden''","","","",""
4039,1172,spritzen,"","",spritze,"",spritzt,"",spritzt,spritzte,"",gespritzt,"",spritzte,"",spritz,spritze,"",spritzt,"",haben,"","","Jongens spelen op het strand van Noordwijk, tussen nog steeds aanwezige versperr, Bestanddeelnr 120-1072.jpg|thumb|1|Zwei [[Junge]]n ''spritzen'' sich [[gegenseitig]] [[nass]].","Clinical Trial Participant Receives Injection (34033294061).jpg|thumb|3|Eine [[Impfstoff]] wird ''gespritzt.''","",""
4040,1172,verschweigen,"","",verschweige,"",verschweigst,"",verschweigt,verschwieg,"",verschwiegen,"",verschwiege,"",verschweige,verschweig,"",verschweigt,verschweiget,haben,"","","","","",""
4047,1169,behindern,"","",behindere,behinder,behinderst,"",behindert,behinderte,"",behindert,"",behinderte,"",behindere,behinder,"",behindert,"",haben,"","","","","",""
4066,1157,boxen,"","",boxe,"",boxt,"",boxt,boxte,"",geboxt,"",boxte,"",boxe,"","",boxt,"",haben,"","","","","",""
4075,1154,"schwächen","","","schwäche","","schwächst","","schwächt","schwächte","","geschwächt","","schwächte","","schwäch","schwäche","","schwächt","",haben,"","","","","",""
4076,1154,"kühlen","","","kühle","","kühlst","","kühlt","kühlte","","gekühlt","","kühlte","","kühl","kühle","","kühlt","",haben,"","","","","",""
4077,1154,"fügen","","","füge","","fügst","","fügt","fügte","","gefügt","","fügte","","füge","","","fügt","",haben,"","","","","",""
4077,1154,"fügen","","","füge","","fügst","","fügt","fügte","","gefügt","","fügte","","füge","füg","","fügt","",haben,"","","","","",""
4078,1154,schrecken,"","",schrecke,"",schreckst,"",schreckt,schreckte,"",geschreckt,"",schreckte,"",schrecke,schreck,"",schreckt,"",haben,"","","","","",""
4078,1154,schrecken,"","",schrecke,"",schrickst,"",schrickt,schrak,"",geschrocken,"","schräke","",schrick,"","",schreckt,"",sein,"","","","","",""
4080,1153,schalten,"","",schalte,"",schaltest,"",schaltet,schaltete,"",geschaltet,"",schaltete,"",schalt,schalte,"",schaltet,"",haben,"","","","","",""
4091,1150,formen,"","",forme,"",formst,"",formt,formte,"",geformt,"",formte,"",form,forme,"",formt,"",haben,"","","","","",""
4102,1146,"überwältigen","","","überwältige","","überwältigst","","überwältigt","überwältigte","","überwältigt","","überwältigte","","überwältige","","","überwältigt","",haben,"","","","","",""
4117,1141,quatschen,"","",quatsche,"",quatschst,quatscht,quatscht,quatschte,"",gequatscht,"",quatschte,"",quatsche,"","",quatscht,"",haben,"","","","","",""
4118,1141,umsehen,"","","sehe um","","siehst um","","sieht um","sah um","",umgesehen,"","sähe um","","sieh um","","","seht um","",haben,"","","","","",""
4127,1136,eignen,"","",eigne,"",eignest,"",eignet,eignete,"",geeignet,"",eignete,"",eigne,"","",eignet,"",haben,"","","","","",""
4130,1135,programmieren,"","",programmiere,"",programmierst,"",programmiert,programmierte,"",programmiert,"",programmierte,"",programmiere,programmier,"",programmiert,"",haben,"","","","","",""
4134,1133,"ausführen","","","führe aus","","führst aus","","führt aus","führte aus","","ausgeführt","","führte aus","","führe aus","führ aus","","führt aus","",haben,"","","","","",""
4139,1130,registrieren,"","",registriere,"",registrierst,"",registriert,registrierte,"",registriert,"",registrierte,"",registriere,registrier,"",registriert,"",haben,"","","","","",""
4149,1128,evakuieren,"","",evakuiere,"",evakuierst,"",evakuiert,evakuierte,"",evakuiert,"",evakuierte,"",evakuiere,evakuier,"",evakuiert,"",haben,"","","","","",""
4152,1126,wehen,"","",wehe,"",wehst,"",weht,wehte,"",geweht,"",wehte,"",wehe,"","",weht,"",haben,"","","","","",""
4161,1123,ausbilden,"","","bilde aus","","bildest aus","","bildet aus","bildete aus","",ausgebildet,"","bildete aus","","bild aus","bilde aus","","bildet aus","",haben,"","","","","",""
4171,1121,einlassen,"","","lasse ein","","lässt ein","","lässt ein","ließ ein","",eingelassen,"","ließe ein","","lass ein","lasse ein","","lasst ein","",haben,"","","","","",""
4176,1119,abstellen,"","","stelle ab","","stellst ab","","stellt ab","stellte ab","",abgestellt,"","stellte ab","","stell ab","","","stellt ab","",haben,"","","","","",""
4177,1117,kreischen,"","",kreische,"",kreischst,kreischt,kreischt,kreischte,krisch,gekreischt,gekrischen,kreischte,krische,kreisch,kreische,"",kreischt,"",haben,"","","","","",""
4179,1117,bearbeiten,"","",bearbeite,"",bearbeitest,"",bearbeitet,bearbeitete,"",bearbeitet,"",bearbeitete,"",bearbeite,"","",bearbeitet,"",haben,"","","","","",""
