rank,freq,Wort,Wortart,"Hörbeispiele",Synonyme,"Gegenwörter","Übersetzung",pronunciation_url
198,49016,gleichen,Verb,De-gleichen.ogg,NYI,NYI,"closely resemble",https://commons.wikimedia.org/wiki/Special:FilePath/De-gleichen.ogg
199,48455,seit,"Präposition",De-seit.ogg,NYI,NYI,"since, for",https://commons.wikimedia.org/wiki/Special:FilePath/De-seit.ogg
201,48226,ach,Interjektion,De-ach.ogg,NYI,NYI,"oh, oh no!, you don’t, say, oh, I see, oh no, of course not",https://commons.wikimedia.org/wiki/Special:FilePath/De-ach.ogg
202,48201,"Mädchen",Substantiv,"De-Mädchen.ogg",NYI,NYI,"girl, maid","https://commons.wikimedia.org/wiki/Special:FilePath/De-Mädchen.ogg"
203,47864,davon,Adverb,De-davon.ogg,NYI,NYI,"from it, about it, before it, thereof",https://commons.wikimedia.org/wiki/Special:FilePath/De-davon.ogg
204,46564,laufen,Verb,De-laufen.ogg,NYI,NYI,"run, walk",https://commons.wikimedia.org/wiki/Special:FilePath/De-laufen.ogg
205,46366,"dafür",Pronominaladverb,"De-dafür.ogg",NYI,NYI,"therefore, for, favor, favour, exchange","https://commons.wikimedia.org/wiki/Special:FilePath/De-dafür.ogg"
206,46246,wegen,"Präposition","",NYI,NYI,"on account of, because of",""
207,46066,Hause,"Deklinierte Form",De-Hause.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Hause.ogg
208,45955,hin,Adverb,De-hin.ogg,NYI,NYI,"to, lost",https://commons.wikimedia.org/wiki/Special:FilePath/De-hin.ogg
209,45882,"heißen",Verb,"De-heißen.ogg",NYI,NYI,"be called, call, mean, be said, say","https://commons.wikimedia.org/wiki/Special:FilePath/De-heißen.ogg"
210,45657,spielen,Verb,De-spielen.ogg,NYI,NYI,play,https://commons.wikimedia.org/wiki/Special:FilePath/De-spielen.ogg
211,45414,drei,Numerale,De-drei.ogg,NYI,NYI,three,https://commons.wikimedia.org/wiki/Special:FilePath/De-drei.ogg
212,45252,stimmen,Verb,De-stimmen.ogg,NYI,NYI,"tune, vote",https://commons.wikimedia.org/wiki/Special:FilePath/De-stimmen.ogg
213,44677,Abend,Toponym,"",NYI,NYI,"",""
214,44650,Freund,Toponym,"",NYI,NYI,"",""
215,44547,verlieren,Verb,De-verlieren.ogg,NYI,NYI,"lose, relinquish",https://commons.wikimedia.org/wiki/Special:FilePath/De-verlieren.ogg
216,44446,haus,"Konjugierte Form","",NYI,NYI,"",""
217,44405,Menschen,"Deklinierte Form",De-Menschen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Menschen.ogg
218,44101,schnellen,Verb,"",NYI,NYI,"",""
219,43840,rein,Adjektiv,De-rein.ogg,NYI,NYI,"clean, pure, sheer",https://commons.wikimedia.org/wiki/Special:FilePath/De-rein.ogg
220,43627,neu,Adjektiv,De-neu.ogg,NYI,NYI,new,https://commons.wikimedia.org/wiki/Special:FilePath/De-neu.ogg
221,43625,Musik,Substantiv,De-Musik.ogg,NYI,NYI,music,https://commons.wikimedia.org/wiki/Special:FilePath/De-Musik.ogg
222,43498,Angst,Substantiv,De-Angst.ogg,NYI,NYI,"fear, anxiety",https://commons.wikimedia.org/wiki/Special:FilePath/De-Angst.ogg
223,43456,"scheißen",Verb,"De-scheißen.ogg",NYI,NYI,"shit, shit on, fuck","https://commons.wikimedia.org/wiki/Special:FilePath/De-scheißen.ogg"
224,42869,unter,"Präposition",De-unter.ogg,NYI,NYI,"below, under, among",https://commons.wikimedia.org/wiki/Special:FilePath/De-unter.ogg
225,42718,Welt,Toponym,De-Welt.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Welt.ogg
226,42573,zusammen,Adverb,De-zusammen.ogg,NYI,NYI,"same, similar, together",https://commons.wikimedia.org/wiki/Special:FilePath/De-zusammen.ogg
227,42371,suchen,Verb,De-suchen.ogg,NYI,NYI,"search, seek, look for",https://commons.wikimedia.org/wiki/Special:FilePath/De-suchen.ogg
228,41547,Herr,Substantiv,De-Herr.ogg,NYI,NYI,"gentleman, mister, sir, master, lord, Lord",https://commons.wikimedia.org/wiki/Special:FilePath/De-Herr.ogg
229,41498,"fühlen",Verb,"De-fühlen2.ogg",NYI,NYI,"feel, sense","https://commons.wikimedia.org/wiki/Special:FilePath/De-fühlen2.ogg"
230,41468,holen,Verb,De-holen.ogg,NYI,NYI,"get, fetch, breathe in, take a breath",https://commons.wikimedia.org/wiki/Special:FilePath/De-holen.ogg
231,40933,treffen,Verb,De-treffen.ogg,NYI,NYI,"meet, hit, affect",https://commons.wikimedia.org/wiki/Special:FilePath/De-treffen.ogg
232,40821,ganze,"Deklinierte Form",De-ganze.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-ganze.ogg
233,40506,schaffen,Verb,De-schaffen.ogg,NYI,NYI,"create, shape, make",https://commons.wikimedia.org/wiki/Special:FilePath/De-schaffen.ogg
234,40333,Kinder,"Deklinierte Form",De-Kinder.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kinder.ogg
235,39891,liegen,Verb,De-liegen.ogg,NYI,NYI,"lie, located, sit",https://commons.wikimedia.org/wiki/Special:FilePath/De-liegen.ogg
236,39653,genug,"Präposition",De-genug.ogg,NYI,NYI,"enough, sufficient",https://commons.wikimedia.org/wiki/Special:FilePath/De-genug.ogg
237,38692,junge,"Deklinierte Form","",NYI,NYI,"",""
238,38488,gegen,Gradpartikel,De-gegen.ogg,NYI,NYI,against,https://commons.wikimedia.org/wiki/Special:FilePath/De-gegen.ogg
239,38244,Moment,Interjektion,De-Moment.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Moment.ogg
240,37925,wenig,Indefinitpronomen,De-wenig.ogg,NYI,NYI,"little, a few, a little, a bit, slightly, not much, less",https://commons.wikimedia.org/wiki/Special:FilePath/De-wenig.ogg
241,37707,einmal,Adverb,De-einmal.ogg,NYI,NYI,"once, one time, sometime",https://commons.wikimedia.org/wiki/Special:FilePath/De-einmal.ogg
242,37596,zeigen,Verb,De-zeigen.ogg,NYI,NYI,"show, present, indicate, demonstrate, point",https://commons.wikimedia.org/wiki/Special:FilePath/De-zeigen.ogg
243,37532,sonst,Adverb,De-sonst.ogg,NYI,NYI,"else, otherwise",https://commons.wikimedia.org/wiki/Special:FilePath/De-sonst.ogg
244,37295,erinnern,Verb,"De-erinnern 01 (fcm).ogg",NYI,NYI,"remember, remind","https://commons.wikimedia.org/wiki/Special:FilePath/De-erinnern 01 (fcm).ogg"
245,36985,arbeit,"Konjugierte Form","",NYI,NYI,"",""
246,36612,dabei,Konjunktionaladverb,De-dabei.ogg,NYI,NYI,thereby,https://commons.wikimedia.org/wiki/Special:FilePath/De-dabei.ogg
247,36511,"nächst",Adjektiv,"De-nächst.ogg",NYI,NYI,next,"https://commons.wikimedia.org/wiki/Special:FilePath/De-nächst.ogg"
248,36240,sofort,Adverb,De-sofort.ogg,NYI,NYI,"immediately, instantly",https://commons.wikimedia.org/wiki/Special:FilePath/De-sofort.ogg
249,36182,Jahre,"Deklinierte Form",De-Jahre.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Jahre.ogg
250,36112,danken,Verb,De-danken.ogg,NYI,NYI,thank,https://commons.wikimedia.org/wiki/Special:FilePath/De-danken.ogg
251,35953,halt,Adverb,De-halt.ogg,NYI,NYI,"simply, just",https://commons.wikimedia.org/wiki/Special:FilePath/De-halt.ogg
252,35329,bevor,Subjunktion,De-bevor.ogg,NYI,NYI,"before, prior",https://commons.wikimedia.org/wiki/Special:FilePath/De-bevor.ogg
253,35185,Stunden,"Deklinierte Form",De-Stunden.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Stunden.ogg
254,35036,entschuldigen,Verb,De-entschuldigen.ogg,NYI,NYI,"apologize, excuse",https://commons.wikimedia.org/wiki/Special:FilePath/De-entschuldigen.ogg
255,35022,einzig,Adjektiv,De-einzig.ogg,NYI,NYI,"only, sole, unique",https://commons.wikimedia.org/wiki/Special:FilePath/De-einzig.ogg
256,34963,schlecht,Adjektiv,De-schlecht.ogg,NYI,NYI,"bad, off, badly, ill, sick",https://commons.wikimedia.org/wiki/Special:FilePath/De-schlecht.ogg
257,34962,letzt,"Konjugierte Form","",NYI,NYI,"",""
258,34555,Sohn,Substantiv,De-Sohn.ogg,NYI,NYI,son,https://commons.wikimedia.org/wiki/Special:FilePath/De-Sohn.ogg
259,34498,schlafen,Verb,De-schlafen.ogg,NYI,NYI,"sleep, stay at someones place, stay over night, stay the night",https://commons.wikimedia.org/wiki/Special:FilePath/De-schlafen.ogg
260,34293,Familie,Substantiv,De-Familie.OGG,NYI,NYI,family,https://commons.wikimedia.org/wiki/Special:FilePath/De-Familie.OGG
261,34229,fallen,Verb,De-fallen.ogg,NYI,NYI,"fall, drop, decline, be killed in action",https://commons.wikimedia.org/wiki/Special:FilePath/De-fallen.ogg
262,34218,verschwinden,Verb,De-verschwinden.ogg,NYI,NYI,"disappear, vanish, be lost, get away",https://commons.wikimedia.org/wiki/Special:FilePath/De-verschwinden.ogg
263,34160,vergessen,Verb,De-vergessen.ogg,NYI,NYI,"forget, forget oneself",https://commons.wikimedia.org/wiki/Special:FilePath/De-vergessen.ogg
264,34069,echt,Adjektiv,De-echt.ogg,NYI,NYI,genuine,https://commons.wikimedia.org/wiki/Special:FilePath/De-echt.ogg
265,33886,Sache,Substantiv,De-Sache.ogg,NYI,NYI,"thing, business, matter",https://commons.wikimedia.org/wiki/Special:FilePath/De-Sache.ogg
266,33762,fertigen,Verb,De-fertigen.ogg,NYI,NYI,"craft, manufacture, produce",https://commons.wikimedia.org/wiki/Special:FilePath/De-fertigen.ogg
267,33643,Problem,Substantiv,De-Problem.ogg,NYI,NYI,"problem, trouble",https://commons.wikimedia.org/wiki/Special:FilePath/De-Problem.ogg
268,33525,allein,Adjektiv,De-at-allein.ogg,NYI,NYI,alone,https://commons.wikimedia.org/wiki/Special:FilePath/De-at-allein.ogg
269,33522,nennen,Verb,De-nennen.ogg,NYI,NYI,"name, call, mention",https://commons.wikimedia.org/wiki/Special:FilePath/De-nennen.ogg
270,33476,wann,Adverb,"LL-Q188 (deu)-Lucas Werkmeister-wann.wav",NYI,NYI,when,"https://commons.wikimedia.org/wiki/Special:FilePath/LL-Q188 (deu)-Lucas Werkmeister-wann.wav"
271,33451,brauche,"Konjugierte Form","",NYI,NYI,"",""
272,33252,Bruder,Substantiv,De-Bruder.ogg,NYI,NYI,"brother, monk",https://commons.wikimedia.org/wiki/Special:FilePath/De-Bruder.ogg
273,33245,Hilfe,Substantiv,De-Hilfe.ogg,NYI,NYI,help,https://commons.wikimedia.org/wiki/Special:FilePath/De-Hilfe.ogg
274,33217,hoch,Adjektiv,De-hoch.ogg,NYI,NYI,"high, tall, to the power of, to the, high",https://commons.wikimedia.org/wiki/Special:FilePath/De-hoch.ogg
275,33079,Kind,Substantiv,De-Kind.ogg,NYI,NYI,"child, kid, kiddo, offspring",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kind.ogg
276,32911,wahren,Verb,"",NYI,NYI,"maintain, preserve",""
277,32828,"darüber",Pronominaladverb,"De-darüber.ogg",NYI,NYI,"above it, in the meantime, meanwhile","https://commons.wikimedia.org/wiki/Special:FilePath/De-darüber.ogg"
278,32609,lieben,Verb,De-lieben.ogg,NYI,NYI,love,https://commons.wikimedia.org/wiki/Special:FilePath/De-lieben.ogg
279,32569,beim,Kontraktion,De-beim.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-beim.ogg
280,32531,ne,Artikel,"",NYI,NYI,"",""
281,32530,seinen,"Deklinierte Form",De-seinen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-seinen.ogg
282,32482,stellen,Verb,De-stellen.ogg,NYI,NYI,"place, put, turn oneself in",https://commons.wikimedia.org/wiki/Special:FilePath/De-stellen.ogg
283,32469,"früh",Adjektiv,"De-früh 01 (fcm).ogg",NYI,NYI,early,"https://commons.wikimedia.org/wiki/Special:FilePath/De-früh 01 (fcm).ogg"
284,32283,Jahren,"Deklinierte Form",De-Jahren.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Jahren.ogg
285,31908,daran,Pronominaladverb,De-daran.ogg,NYI,NYI,thereon,https://commons.wikimedia.org/wiki/Special:FilePath/De-daran.ogg
286,31893,ziehen,Verb,De-ziehen.ogg,NYI,NYI,"pull, tow, draw, raise, breed, move, roam, wander",https://commons.wikimedia.org/wiki/Special:FilePath/De-ziehen.ogg
287,31831,Kriegen,"Deklinierte Form",De-Kriegen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kriegen.ogg
288,31717,dazu,Konjunktionaladverb,De-dazu.ogg,NYI,NYI,"to it",https://commons.wikimedia.org/wiki/Special:FilePath/De-dazu.ogg
289,31147,eigentlich,Adverb,"De-eigentlich.ogg ",NYI,NYI,"actually, original","https://commons.wikimedia.org/wiki/Special:FilePath/De-eigentlich.ogg "
290,30820,wusste,"Konjugierte Form",De-wusste.oga,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-wusste.oga
291,30735,fall,"Konjugierte Form",De-fall.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-fall.ogg
292,30496,jung,Adjektiv,De-jung.ogg,NYI,NYI,young,https://commons.wikimedia.org/wiki/Special:FilePath/De-jung.ogg
293,30237,"verrücken",Verb,"",NYI,NYI,"",""
294,30083,trinken,Verb,De-trinken.ogg,NYI,NYI,drink,https://commons.wikimedia.org/wiki/Special:FilePath/De-trinken.ogg
295,29811,hoffen,Verb,De-hoffen.ogg,NYI,NYI,hope,https://commons.wikimedia.org/wiki/Special:FilePath/De-hoffen.ogg
296,29788,gern,Adverb,De-at-gern.ogg,NYI,NYI,"willingly, gladly, frequently",https://commons.wikimedia.org/wiki/Special:FilePath/De-at-gern.ogg
297,29590,Stadt,Substantiv,"De-Stadt.OGG‎‎‎",NYI,NYI,"city, town","https://commons.wikimedia.org/wiki/Special:FilePath/De-Stadt.OGG‎‎‎"
298,29407,schreiben,Verb,De-schreiben.ogg,NYI,NYI,"write, store, touch-type",https://commons.wikimedia.org/wiki/Special:FilePath/De-schreiben.ogg
299,29204,sage,"Konjugierte Form",De-sage.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-sage.ogg
300,29159,Kopf,Substantiv,De-Kopf.ogg,NYI,NYI,"head, header, heads",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kopf.ogg
301,29156,wichtig,Adjektiv,De-at-wichtig.ogg,NYI,NYI,"important, relevant, significant",https://commons.wikimedia.org/wiki/Special:FilePath/De-at-wichtig.ogg
302,29061,"Männer","Deklinierte Form","De-Männer.ogg",NYI,NYI,"","https://commons.wikimedia.org/wiki/Special:FilePath/De-Männer.ogg"
303,28936,egal,Adjektiv,De-egal.ogg,NYI,NYI,"all the same, level",https://commons.wikimedia.org/wiki/Special:FilePath/De-egal.ogg
304,28922,letzte,Adjektiv,De-letzte.ogg,NYI,NYI,last,https://commons.wikimedia.org/wiki/Special:FilePath/De-letzte.ogg
305,28893,bereiten,Verb,De-bereiten.ogg,NYI,NYI,"prepare, get something ready, cause",https://commons.wikimedia.org/wiki/Special:FilePath/De-bereiten.ogg
306,28879,Namen,"Deklinierte Form",De-Namen.OGG,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Namen.OGG
307,28720,kleine,"Deklinierte Form","",NYI,NYI,"",""
308,28702,falsch,Adjektiv,De-falsch.ogg,NYI,NYI,"wrong, false, fake, deceitful",https://commons.wikimedia.org/wiki/Special:FilePath/De-falsch.ogg
309,28607,setzen,Verb,De-setzen.ogg,NYI,NYI,"set, seat, sit down, settle down, put, typeset, place, bet, seed, litter",https://commons.wikimedia.org/wiki/Special:FilePath/De-setzen.ogg
310,28308,bedeuten,Verb,De-bedeuten.ogg,NYI,NYI,mean,https://commons.wikimedia.org/wiki/Special:FilePath/De-bedeuten.ogg
312,28149,Uhr,Substantiv,De-Uhr.ogg,NYI,NYI,"clock, watch, ticker, o'clock, hour|hours",https://commons.wikimedia.org/wiki/Special:FilePath/De-Uhr.ogg
313,28107,rufen,Verb,De-rufen.ogg,NYI,NYI,"shriek, shout, call",https://commons.wikimedia.org/wiki/Special:FilePath/De-rufen.ogg
314,28065,ende,"Konjugierte Form","",NYI,NYI,"",""
315,28005,schwer,Adjektiv,De-schwer.ogg,NYI,NYI,"heavy, difficult, hard, grave, serious",https://commons.wikimedia.org/wiki/Special:FilePath/De-schwer.ogg
316,27935,Baby,Substantiv,De-Baby.ogg,NYI,NYI,"baby, infant",https://commons.wikimedia.org/wiki/Special:FilePath/De-Baby.ogg
317,27747,"glück","Konjugierte Form","",NYI,NYI,"",""
318,27663,schlimm,Adjektiv,De-schlimm.ogg,NYI,NYI,"bad, terrible, serious",https://commons.wikimedia.org/wiki/Special:FilePath/De-schlimm.ogg
319,27633,lesen,Verb,De-lesen.ogg,NYI,NYI,"read, pick, glean, lecture",https://commons.wikimedia.org/wiki/Special:FilePath/De-lesen.ogg
320,27615,lernen,Verb,De-lernen.ogg,NYI,NYI,"learn, study",https://commons.wikimedia.org/wiki/Special:FilePath/De-lernen.ogg
321,27590,Dinge,"Deklinierte Form",De-Dinge.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Dinge.ogg
322,27578,retten,Verb,De-retten.ogg,NYI,NYI,"save, rescue, recover, escape",https://commons.wikimedia.org/wiki/Special:FilePath/De-retten.ogg
323,27500,sorgen,Verb,De-sorgen.ogg,NYI,NYI,"care, worry, tend",https://commons.wikimedia.org/wiki/Special:FilePath/De-sorgen.ogg
324,27436,Freunde,"Deklinierte Form",De-Freunde.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Freunde.ogg
325,27343,bisschen,Indefinitpronomen,"",NYI,NYI,"bit, trifle, not one bit of, not the slightest bit",""
326,27177,darauf,Pronominaladverb,De-darauf.ogg,NYI,NYI,"thereon, on it, after that",https://commons.wikimedia.org/wiki/Special:FilePath/De-darauf.ogg
327,27092,nett,Adjektiv,De-nett.ogg,NYI,NYI,"nice, cute",https://commons.wikimedia.org/wiki/Special:FilePath/De-nett.ogg
328,27064,bald,Adverb,De-at-bald.ogg,NYI,NYI,soon,https://commons.wikimedia.org/wiki/Special:FilePath/De-at-bald.ogg
329,26971,Minuten,"Deklinierte Form",De-Minuten.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Minuten.ogg
330,26947,kurz,Adjektiv,De-kurz.ogg,NYI,NYI,"short, brief",https://commons.wikimedia.org/wiki/Special:FilePath/De-kurz.ogg
331,26732,eins,Numerale,De-eins.ogg,NYI,NYI,one,https://commons.wikimedia.org/wiki/Special:FilePath/De-eins.ogg
332,26715,Augen,"Deklinierte Form",De-Augen.ogg,NYI,NYI,"",https://commons.wikimedia.org/wiki/Special:FilePath/De-Augen.ogg
333,26605,sitzen,Verb,De-sitzen.ogg,NYI,NYI,"sit, fit",https://commons.wikimedia.org/wiki/Special:FilePath/De-sitzen.ogg
334,26479,runter,Lokaladverb,De-runter.ogg,NYI,NYI,down,https://commons.wikimedia.org/wiki/Special:FilePath/De-runter.ogg
335,26367,tragen,Verb,De-tragen.ogg,NYI,NYI,"draw, carry, wear, drag, yield",https://commons.wikimedia.org/wiki/Special:FilePath/De-tragen.ogg
336,26356,Jungs,"Deklinierte Form","",NYI,NYI,"",""
337,26253,voll,Adjektiv,De-voll.ogg,NYI,NYI,"full, sozzled",https://commons.wikimedia.org/wiki/Special:FilePath/De-voll.ogg
338,26222,scheinen,Verb,De-scheinen.ogg,NYI,NYI,"shine, seem",https://commons.wikimedia.org/wiki/Special:FilePath/De-scheinen.ogg
339,26203,ruhig,Adjektiv,De-at-ruhig.ogg,NYI,NYI,"quiet, silent, still",https://commons.wikimedia.org/wiki/Special:FilePath/De-at-ruhig.ogg
340,26127,Polizei,Substantiv,De-Polizei.ogg,NYI,NYI,police,https://commons.wikimedia.org/wiki/Special:FilePath/De-Polizei.ogg
341,26085,verlassen,Verb,De-verlassen.ogg,NYI,NYI,"abandon, leave, relinquish, leave, rely",https://commons.wikimedia.org/wiki/Special:FilePath/De-verlassen.ogg
342,26062,Auto,Substantiv,De-Auto.ogg,NYI,NYI,"auto, car, motor car",https://commons.wikimedia.org/wiki/Special:FilePath/De-Auto.ogg
343,25851,einig,Adjektiv,De-einig.ogg,NYI,NYI,"agreed, in agreement, at one, united",https://commons.wikimedia.org/wiki/Special:FilePath/De-einig.ogg
344,25700,"draußen",Adverb,"De-draußen.ogg",NYI,NYI,"outside, out of doors","https://commons.wikimedia.org/wiki/Special:FilePath/De-draußen.ogg"
345,25683,"Tür",Substantiv,"De-Tür.OGG‎‎‎‎",NYI,NYI,door,"https://commons.wikimedia.org/wiki/Special:FilePath/De-Tür.OGG‎‎‎‎"
347,25438,ruhen,Verb,De-ruhen.ogg,NYI,NYI,"rest, stall",https://commons.wikimedia.org/wiki/Special:FilePath/De-ruhen.ogg
348,25371,"kümmern",Verb,"De-kümmern.ogg",NYI,NYI,"look after, take care of, worry about, pay attention to, take care of","https://commons.wikimedia.org/wiki/Special:FilePath/De-kümmern.ogg"
349,25077,August,Vorname,De-August(Monat).ogg,NYI,NYI,Augustus,https://commons.wikimedia.org/wiki/Special:FilePath/De-August(Monat).ogg
350,24963,versprechen,Verb,De-versprechen.ogg,NYI,NYI,"promise, pledge, misspeak, mispronounce, expect, hope",https://commons.wikimedia.org/wiki/Special:FilePath/De-versprechen.ogg
351,24963,Kerl,Substantiv,De-Kerl.ogg,NYI,NYI,"guy, bloke, chap, cove, fellow, geezer, dude, fella, homey, feller, bruce",https://commons.wikimedia.org/wiki/Special:FilePath/De-Kerl.ogg
352,24883,ziemlich,Gradpartikel,De-ziemlich.ogg,NYI,NYI,"quite, rather, pretty",https://commons.wikimedia.org/wiki/Special:FilePath/De-ziemlich.ogg
353,24833,vorbei,Temporaladverb,De-vorbei.ogg,NYI,NYI,over,https://commons.wikimedia.org/wiki/Special:FilePath/De-vorbei.ogg
354,24807,reichen,Verb,De-reichen.ogg,NYI,NYI,"hand, pass, stretch, reach, be enough, do, suffice",https://commons.wikimedia.org/wiki/Special:FilePath/De-reichen.ogg
355,24666,hinter,"Präposition",De-hinter.ogg,NYI,NYI,"behind, after, behind",https://commons.wikimedia.org/wiki/Special:FilePath/De-hinter.ogg
356,24521,anrufen,Verb,De-anrufen.ogg,NYI,NYI,"call, challenge, appeal, call, on, invoke, call, call up, give a bell, give a call, give a ring, phone, ring, ring up, call out, cry out, call, against",https://commons.wikimedia.org/wiki/Special:FilePath/De-anrufen.ogg
357,24421,hi,"Grußformel",De-hi.ogg,NYI,NYI,hi,https://commons.wikimedia.org/wiki/Special:FilePath/De-hi.ogg
